Time,Step,P_N2O_tank,P_N2O_tank_psi,P_N2O_inj,P_fu_tank,P_fu_tank_psi,P_fu_inj,gam0,MW,R,c*,╢D1,Pc_raw,dP/dt,Pc,Pc_psi,ΔP_ox,ΔP_ox (psi),ΔP_fu,ΔP_fu (psi),Me,Pe,Pe_psi,rho_o,m_dot_o,Q_o,µ_o,v_o_line,Re_o,cgd_o,dwc_o,Q_o_gpm,dP_o_Cv,dP_o_line,dP_o_total,dP_o_total_psi,rho_f,m_dot_f,Q_f,v_f_line,Re_f,cgd_f,dwc_f,Q_f_gpm,dP_f_Cv,dP_f_line,dP_f_total,dP_f_total_psi,m_dot,m_oxgen,m_ox,m_fgen,m_f,MR,T0,Te,ve,╢D1,╢D2,F_raw,dF/dt,F,F_lbf,J,J_deliv,Status,N2O Status
4.415,0.1,5398,783,5397,5294,768,5204,1.188,24.2,344,1569,0.999,2869,-52,2871,416,2526,366,2333,338,2.82,84.4,12.2,763,1.865,0.002,6.47E-05,5.9,1596078,9.579,0.011,38.77,0,634,634,0.1,,0.503,0.001,5.7,42924,6.796,0.022,10.11,0,89624,89624,13,2.369,0.1865,22.6886,0.05031,6.20628,3.71,1272,727,1460,0.999,1,3351,-73,3352,754,335.2,15123,Burning,Liquid
4.515,0.1,5387,781,5387,5284,766,5194,1.188,24.2,344,1569,0.999,2865,-59,2866,416,2520,366,2328,338,2.82,84.2,12.2,763,1.863,0.002,6.47E-05,5.9,1594003,9.578,0.011,38.72,0,633,633,0.1,,0.502,0.001,5.7,42863,6.795,0.022,10.09,0,89400,89400,13,2.365,0.1863,22.502,0.05024,6.15597,3.71,1272,727,1460,0.998,1,3346,-67,3346,752,334.6,15458,Burning,Liquid
4.615,0.1,5377,780,5376,5273,765,5184,1.188,24.2,344,1569,0.998,2861,-50,2862,415,2515,365,2322,337,2.82,84.1,12.2,767,1.864,0.002,6.54E-05,5.8,1577123,9.57,0.011,38.49,0,631,631,0.1,,0.502,0.001,5.7,42808,6.794,0.022,10.08,0,89195,89195,12.9,2.365,0.1864,22.3157,0.05017,6.10574,3.71,1272,727,1460,0.998,1,3345,-13,3342,751,334.2,15793,Burning,Liquid
4.715,0.1,5366,778,5366,5263,763,5174,1.188,24.2,344,1569,0.998,2861,-3,2859,415,2507,364,2315,336,2.82,84,12.2,767,1.862,0.002,6.54E-05,5.8,1576107,9.57,0.011,38.47,0,630,630,0.1,,0.501,0.001,5.7,42744,6.793,0.022,10.06,0,88961,88961,12.9,2.363,0.1862,22.1293,0.0501,6.05557,3.72,1272,727,1460,0.999,1,3342,-7,3340,751,334,16127,Burning,Liquid
4.815,0.1,5356,777,5355,5252,762,5163,1.188,24.2,344,1569,0.999,2859,-1,2858,414,2497,362,2306,334,2.82,84,12.2,767,1.86,0.002,6.54E-05,5.8,1574148,9.569,0.011,38.42,0,628,628,0.1,,0.5,0.001,5.7,42671,6.792,0.022,10.05,0,88691,88691,12.9,2.36,0.186,21.9431,0.05001,6.00547,3.72,1272,727,1460,0.999,1,3337,-32,3337,750,333.7,16461,Burning,Liquid
4.915,0.1,5345,775,5344,5242,760,5153,1.188,24.2,344,1569,1,2855,-26,2856,414,2489,361,2297,333,2.82,83.9,12.2,767,1.857,0.002,6.54E-05,5.8,1571818,9.568,0.011,38.36,0,627,627,0.1,,0.499,0.001,5.7,42596,6.791,0.022,10.03,0,88414,88414,12.8,2.357,0.1857,21.7571,0.04992,5.95546,3.72,1272,727,1460,0.999,1,3331,-60,3333,749,333.3,16795,Burning,Liquid
5.015,0.1,5335,774,5334,5231,759,5143,1.188,24.2,344,1569,0.999,2851,-50,2852,414,2482,360,2290,332,2.82,83.8,12.2,767,1.855,0.002,6.54E-05,5.8,1569547,9.567,0.011,38.31,0,625,625,0.1,,0.498,0.001,5.6,42527,6.789,0.022,10.01,0,88161,88161,12.8,2.353,0.1855,21.5714,0.04984,5.90554,3.72,1272,727,1460,0.999,1,3326,-72,3327,748,332.7,17128,Burning,Liquid
5.115,0.1,5324,772,5323,5221,757,5132,1.188,24.2,344,1569,0.999,2846,-58,2848,413,2476,359,2285,331,2.82,83.7,12.1,767,1.852,0.002,6.54E-05,5.8,1567484,9.566,0.011,38.26,0,623,623,0.1,,0.498,0.001,5.6,42467,6.788,0.022,10,0,87938,87938,12.8,2.35,0.1852,21.3859,0.04977,5.85569,3.72,1272,727,1460,0.998,1,3321,-66,3321,747,332.1,17461,Burning,Liquid
5.215,0.1,5314,771,5313,5210,756,5122,1.188,24.2,344,1569,0.998,2843,-49,2843,412,2470,358,2279,331,2.82,83.6,12.1,767,1.85,0.002,6.54E-05,5.8,1565550,9.565,0.011,38.21,0,622,622,0.1,,0.497,0.001,5.6,42411,6.787,0.022,9.99,0,87734,87734,12.7,2.347,0.185,21.2007,0.04971,5.80592,3.72,1272,727,1460,0.998,1,3316,-54,3315,745,331.5,17793,Burning,Liquid
5.315,0.1,5303,769,5302,5200,754,5112,1.188,24.2,344,1569,0.998,2839,-37,2839,412,2464,357,2273,330,2.82,83.4,12.1,772,1.85,0.002,6.61E-05,5.8,1549190,9.556,0.011,37.99,0,620,620,0.1,,0.496,0.001,5.6,42355,6.786,0.022,9.97,0,87529,87529,12.7,2.347,0.185,21.0157,0.04964,5.75622,3.73,1272,727,1460,0.998,1,3315,-6,3312,745,331.2,18124,Burning,Liquid
5.415,0.1,5293,768,5292,5189,753,5102,1.188,24.2,344,1569,0.999,2839,3,2837,411,2455,356,2265,329,2.82,83.4,12.1,772,1.849,0.002,6.61E-05,5.8,1548040,9.556,0.011,37.96,0,619,619,0.1,,0.496,0.001,5.6,42289,6.785,0.022,9.96,0,87286,87286,12.7,2.345,0.1849,20.8307,0.04956,5.70658,3.73,1272,727,1460,0.999,1,3311,-8,3310,744,331,18456,Burning,Liquid
5.515,0.1,5282,766,5282,5179,751,5091,1.188,24.2,344,1569,0.999,2836,-4,2835,411,2446,355,2256,327,2.82,83.3,12.1,772,1.847,0.002,6.61E-05,5.8,1546000,9.555,0.011,37.91,0,617,617,0.1,,0.495,0.001,5.6,42213,6.784,0.022,9.94,0,87011,87011,12.6,2.341,0.1847,20.6458,0.04947,5.65701,3.73,1272,727,1460,0.999,1,3306,-38,3307,744,330.7,18787,Burning,Liquid
5.615,0.1,5272,765,5271,5168,750,5081,1.188,24.2,344,1569,1,2832,-32,2833,411,2438,354,2248,326,2.82,83.3,12.1,772,1.844,0.002,6.61E-05,5.7,1543675,9.554,0.011,37.86,0,616,616,0.1,,0.494,0.001,5.6,42138,6.782,0.022,9.92,0,86736,86736,12.6,2.338,0.1844,20.4611,0.04939,5.60754,3.73,1272,727,1460,0.999,1,3301,-65,3303,742,330.3,19117,Burning,Liquid
5.715,0.1,5261,763,5261,5158,748,5071,1.188,24.2,344,1569,0.999,2828,-54,2829,410,2431,353,2242,325,2.82,83.2,12.1,772,1.841,0.002,6.61E-05,5.7,1541464,9.553,0.011,37.8,0,614,614,0.1,,0.493,0.001,5.6,42071,6.781,0.022,9.91,0,86490,86490,12.5,2.334,0.1841,20.2767,0.04931,5.55815,3.73,1272,727,1460,0.999,1,3295,-73,3297,741,329.7,19448,Burning,Liquid
5.815,0.1,5251,762,5250,5147,747,5061,1.188,24.2,344,1569,0.999,2824,-58,2825,410,2426,352,2236,324,2.82,83,12,772,1.839,0.002,6.61E-05,5.7,1539466,9.552,0.011,37.75,0,613,613,0.1,,0.492,0.001,5.6,42012,6.78,0.022,9.89,0,86275,86275,12.5,2.331,0.1839,20.0926,0.04924,5.50885,3.73,1272,727,1460,0.998,1,3290,-65,3290,740,329,19777,Burning,Liquid
5.915,0.1,5240,760,5240,5137,745,5051,1.188,24.2,344,1569,0.998,2820,-47,2820,409,2420,351,2231,324,2.82,82.9,12,776,1.839,0.002,6.68E-05,5.7,1523627,9.544,0.011,37.54,0,610,610,0.1,,0.492,0.001,5.6,41957,6.779,0.022,9.88,0,86075,86075,12.5,2.331,0.1839,19.9087,0.04917,5.45961,3.74,1272,727,1460,0.998,1,3289,-13,3287,739,328.7,20106,Burning,Liquid
6.015,0.1,5230,759,5229,5127,744,5041,1.188,24.2,344,1569,0.998,2820,-3,2817,409,2412,350,2223,322,2.82,82.8,12,776,1.838,0.002,6.68E-05,5.7,1522545,9.544,0.011,37.52,0,609,609,0.1,,0.491,0.001,5.6,41893,6.778,0.022,9.86,0,85844,85844,12.5,2.329,0.1838,19.7248,0.0491,5.41043,3.74,1272,727,1460,0.999,1,3286,-9,3284,738,328.4,20435,Burning,Liquid
6.115,0.1,5220,757,5219,5116,742,5030,1.188,24.2,344,1569,0.999,2817,-3,2816,408,2403,349,2214,321,2.82,82.8,12,776,1.835,0.002,6.68E-05,5.7,1520581,9.543,0.011,37.47,0,608,608,0.1,,0.49,0.001,5.5,41820,6.776,0.022,9.85,0,85578,85578,12.4,2.326,0.1835,19.5411,0.04901,5.36133,3.74,1272,727,1460,0.999,1,3281,-34,3281,738,328.1,20763,Burning,Liquid
6.215,0.1,5209,756,5209,5106,741,5020,1.188,24.2,344,1569,1,2813,-28,2814,408,2395,347,2206,320,2.82,82.7,12,776,1.833,0.002,6.68E-05,5.7,1518285,9.542,0.011,37.41,0,606,606,0.1,,0.489,0.001,5.5,41746,6.775,0.022,9.83,0,85308,85308,12.4,2.322,0.1833,19.3575,0.04893,5.31232,3.75,1272,727,1460,0.999,1,3275,-61,3277,737,327.7,21092,Burning,Liquid
6.315,0.1,5199,754,5198,5095,739,5010,1.188,24.2,344,1569,0.999,2809,-51,2810,408,2388,346,2200,319,2.82,82.6,12,776,1.83,0.002,6.68E-05,5.7,1516063,9.541,0.011,37.36,0,605,605,0.1,,0.488,0.001,5.5,41678,6.774,0.022,9.81,0,85061,85061,12.3,2.318,0.183,19.1742,0.04885,5.26339,3.75,1272,727,1460,0.999,1,3270,-72,3271,735,327.1,21419,Burning,Liquid
6.415,0.1,5189,753,5188,5085,738,5000,1.188,24.2,344,1569,0.999,2805,-57,2806,407,2382,346,2194,318,2.82,82.5,12,776,1.828,0.002,6.68E-05,5.7,1514047,9.54,0.011,37.31,0,603,603,0.1,,0.488,0.001,5.5,41618,6.773,0.022,9.8,0,84844,84844,12.3,2.315,0.1828,18.9912,0.04878,5.21455,3.75,1272,727,1460,0.998,1,3265,-66,3265,734,326.5,21746,Burning,Liquid
6.515,0.1,5178,751,5178,5075,736,4990,1.188,24.2,344,1569,0.998,2801,-49,2801,406,2377,345,2189,317,2.82,82.3,11.9,781,1.828,0.002,6.75E-05,5.6,1498682,9.532,0.011,37.1,0,601,601,0.1,,0.487,0.001,5.5,41562,6.772,0.022,9.79,0,84644,84644,12.3,2.315,0.1828,18.8085,0.04871,5.16577,3.75,1270,727,1459,0.998,1,3262,-35,3260,733,326,22073,Burning,Liquid
6.615,0.1,5168,750,5167,5064,735,4980,1.187,24.2,344,1569,0.998,2800,-7,2798,406,2369,344,2182,316,2.82,82.1,11.9,781,1.827,0.002,6.75E-05,5.6,1497599,9.532,0.011,37.08,0,600,600,0.1,,0.486,0.001,5.5,41500,6.771,0.022,9.77,0,84418,84418,12.2,2.313,0.1827,18.6257,0.04864,5.11706,3.76,1270,728,1460,0.999,1,3260,2,3258,732,325.8,22399,Burning,Liquid
6.715,0.1,5158,748,5157,5054,733,4970,1.187,24.2,344,1569,0.999,2798,-6,2797,406,2360,342,2173,315,2.82,82.1,11.9,781,1.824,0.002,6.75E-05,5.6,1495685,9.531,0.011,37.03,0,599,599,0.1,,0.486,0.001,5.5,41428,6.769,0.022,9.75,0,84160,84160,12.2,2.31,0.1824,18.4431,0.04855,5.06842,3.76,1270,728,1460,0.999,1,3256,-23,3256,732,325.6,22725,Burning,Liquid
6.815,0.1,5147,747,5147,5044,732,4960,1.187,24.2,344,1569,0.999,2794,-28,2794,405,2352,341,2165,314,2.82,82,11.9,781,1.821,0.002,6.75E-05,5.6,1493445,9.53,0.011,36.97,0,597,597,0.1,,0.485,0.001,5.5,41355,6.768,0.022,9.74,0,83897,83897,12.2,2.306,0.1821,18.2606,0.04847,5.01987,3.76,1270,728,1460,0.999,1,3250,-55,3252,731,325.2,23050,Burning,Liquid
6.915,0.1,5137,745,5136,5033,730,4950,1.187,24.2,344,1569,0.999,2789,-49,2791,405,2346,340,2159,313,2.82,81.9,11.9,781,1.819,0.002,6.75E-05,5.6,1491257,9.529,0.011,36.92,0,595,595,0.1,,0.484,0.001,5.5,41287,6.767,0.022,9.72,0,83654,83654,12.1,2.303,0.1819,18.0785,0.04839,4.9714,3.76,1270,728,1460,0.999,1,3245,-71,3246,730,324.6,23375,Burning,Liquid
7.015,0.1,5127,744,5126,5023,729,4940,1.187,24.2,344,1569,0.999,2785,-56,2786,404,2340,339,2153,312,2.82,81.8,11.9,781,1.816,0.002,6.75E-05,5.6,1489252,9.528,0.011,36.87,0,594,594,0.1,,0.483,0.001,5.5,41227,6.766,0.022,9.71,0,83438,83438,12.1,2.3,0.1816,17.8966,0.04832,4.92301,3.76,1270,728,1460,0.998,1,3239,-68,3240,728,324,23700,Burning,Liquid
7.115,0.1,5116,742,5116,5013,727,4929,1.187,24.2,344,1569,0.998,2781,-48,2782,403,2334,339,2148,312,2.82,81.6,11.8,785,1.817,0.002,6.82E-05,5.6,1474321,9.519,0.011,36.67,0,592,592,0.1,,0.483,0.001,5.5,41172,6.765,0.022,9.69,0,83238,83238,12.1,2.299,0.1817,17.715,0.04825,4.87469,3.76,1270,728,1460,0.998,1,3238,-21,3236,727,323.6,24024,Burning,Liquid
7.215,0.1,5106,741,5105,5003,726,4919,1.187,24.2,344,1569,0.998,2781,-7,2779,403,2327,337,2141,310,2.82,81.6,11.8,785,1.815,0.002,6.82E-05,5.6,1473195,9.519,0.011,36.65,0,591,591,0.1,,0.482,0.001,5.5,41109,6.763,0.022,9.68,0,83012,83012,12,2.297,0.1815,17.5333,0.04818,4.82644,3.77,1270,728,1460,0.999,1,3235,-14,3233,727,323.3,24348,Burning,Liquid
7.315,0.1,5096,739,5095,4992,724,4909,1.187,24.2,344,1569,0.999,2778,-6,2777,403,2318,336,2132,309,2.82,81.5,11.8,785,1.813,0.002,6.82E-05,5.6,1471266,9.518,0.011,36.6,0,590,590,0.1,,0.481,0.001,5.4,41037,6.762,0.022,9.66,0,82755,82755,12,2.294,0.1813,17.3518,0.0481,4.77826,3.77,1270,728,1460,0.999,1,3230,-35,3230,726,323,24671,Burning,Liquid
7.415,0.1,5086,738,5085,4982,723,4899,1.187,24.2,344,1569,0.999,2774,-29,2775,402,2310,335,2124,308,2.82,81.4,11.8,785,1.81,0.002,6.82E-05,5.5,1469030,9.517,0.011,36.54,0,588,588,0.1,,0.48,0.001,5.4,40963,6.761,0.022,9.64,0,82493,82493,12,2.29,0.181,17.1705,0.04801,4.73016,3.77,1270,728,1460,0.999,1,3224,-59,3226,725,322.6,24994,Burning,Liquid
7.515,0.1,5075,736,5075,4972,721,4889,1.187,24.2,344,1569,0.999,2770,-50,2771,402,2303,334,2118,307,2.82,81.3,11.8,785,1.807,0.002,6.82E-05,5.5,1466858,9.516,0.011,36.49,0,586,586,0.1,,0.479,0.001,5.4,40896,6.759,0.022,9.63,0,82252,82252,11.9,2.287,0.1807,16.9895,0.04793,4.68215,3.77,1270,728,1460,0.999,1,3219,-69,3220,724,322,25316,Burning,Liquid
7.615,0.1,5065,735,5064,4962,720,4879,1.187,24.2,344,1569,0.999,2766,-56,2767,401,2298,333,2113,306,2.82,81.2,11.8,785,1.805,0.002,6.82E-05,5.5,1464873,9.515,0.011,36.44,0,585,585,0.1,,0.479,0.001,5.4,40836,6.758,0.022,9.61,0,82039,82039,11.9,2.283,0.1805,16.8088,0.04786,4.63422,3.77,1270,728,1460,0.998,1,3213,-64,3214,722,321.4,25638,Burning,Liquid
7.715,0.1,5055,733,5054,4951,718,4869,1.187,24.2,344,1569,0.998,2762,-48,2762,401,2292,332,2107,306,2.82,81.1,11.8,785,1.803,0.002,6.82E-05,5.5,1462998,9.514,0.011,36.39,0,583,583,0.1,,0.478,0.001,5.4,40781,6.757,0.022,9.6,0,81841,81841,11.9,2.281,0.1803,16.6283,0.0478,4.58636,3.77,1270,728,1460,0.998,1,3208,-53,3208,721,320.8,25960,Burning,Liquid
7.815,0.1,5045,732,5044,4941,717,4859,1.187,24.2,344,1569,0.998,2758,-37,2758,400,2286,332,2101,305,2.82,80.9,11.7,789,1.803,0.002,6.89E-05,5.5,1448461,9.506,0.011,36.2,0,581,581,0.1,,0.477,0.001,5.4,40725,6.756,0.022,9.59,0,81642,81642,11.8,2.28,0.1803,16.4481,0.04773,4.53856,3.78,1270,728,1460,0.998,1,3207,-11,3205,720,320.5,26281,Burning,Liquid
7.915,0.1,5034,730,5034,4931,715,4849,1.187,24.2,344,1569,0.998,2758,-2,2756,400,2278,330,2094,304,2.82,80.9,11.7,789,1.801,0.002,6.89E-05,5.5,1447224,9.506,0.011,36.17,0,580,580,0.1,,0.477,0.001,5.4,40659,6.755,0.022,9.57,0,81409,81409,11.8,2.278,0.1801,16.2678,0.04765,4.49084,3.78,1270,728,1460,0.999,1,3203,-14,3202,720,320.2,26601,Burning,Liquid
8.015,0.1,5024,729,5024,4921,714,4839,1.187,24.2,344,1569,0.999,2755,-8,2754,399,2269,329,2085,302,2.82,80.8,11.7,789,1.799,0.002,6.89E-05,5.5,1445226,9.505,0.011,36.12,0,579,579,0.1,,0.476,0.001,5.4,40585,6.753,0.022,9.56,0,81147,81147,11.8,2.274,0.1799,16.0877,0.04757,4.44318,3.78,1270,728,1460,0.999,1,3198,-40,3199,719,319.9,26921,Burning,Liquid
8.115,0.1,5014,727,5013,4911,712,4829,1.187,24.2,344,1569,0.999,2751,-34,2752,399,2262,328,2078,301,2.82,80.8,11.7,789,1.796,0.002,6.89E-05,5.5,1442994,9.504,0.011,36.06,0,577,577,0.1,,0.475,0.001,5.4,40512,6.752,0.022,9.54,0,80887,80887,11.7,2.271,0.1796,15.9078,0.04748,4.39562,3.78,1270,728,1460,0.999,1,3193,-64,3194,718,319.4,27241,Burning,Liquid
8.215,0.1,5004,726,5003,4900,711,4820,1.187,24.2,344,1569,0.999,2746,-53,2748,399,2255,327,2072,300,2.82,80.6,11.7,789,1.793,0.002,6.89E-05,5.5,1440877,9.503,0.011,36.01,0,576,576,0.1,,0.474,0.001,5.4,40446,6.751,0.022,9.52,0,80653,80653,11.7,2.267,0.1793,15.7283,0.0474,4.34814,3.78,1270,728,1460,0.998,1,3187,-71,3188,717,318.8,27561,Burning,Liquid
8.315,0.1,4994,724,4993,4890,709,4810,1.187,24.2,344,1569,0.999,2742,-56,2743,398,2250,326,2067,300,2.82,80.5,11.7,789,1.791,0.002,6.89E-05,5.5,1438951,9.502,0.011,35.96,0,574,574,0.1,,0.473,0.001,5.4,40387,6.75,0.022,9.51,0,80447,80447,11.7,2.264,0.1791,15.5489,0.04733,4.30073,3.78,1270,728,1460,0.998,1,3182,-63,3182,715,318.2,27880,Burning,Liquid
8.415,0.1,4984,723,4983,4880,708,4800,1.187,24.2,344,1569,0.998,2739,-46,2739,397,2245,326,2061,299,2.82,80.4,11.7,793,1.791,0.002,6.95E-05,5.4,1424882,9.494,0.011,35.77,0,572,572,0.1,,0.473,0.001,5.4,40332,6.749,0.022,9.5,0,80252,80252,11.6,2.264,0.1791,15.3699,0.04727,4.2534,3.79,1270,728,1460,0.998,1,3181,-17,3178,715,317.8,28198,Burning,Liquid
8.515,0.1,4973,721,4973,4870,706,4790,1.187,24.2,344,1569,0.998,2738,-7,2736,397,2237,324,2054,298,2.82,80.3,11.6,793,1.789,0.002,6.95E-05,5.4,1423716,9.494,0.011,35.74,0,571,571,0.1,,0.472,0.001,5.3,40269,6.748,0.022,9.48,0,80030,80030,11.6,2.261,0.1789,15.1908,0.0472,4.20613,3.79,1270,728,1460,0.999,1,3177,-14,3176,714,317.6,28516,Burning,Liquid
8.615,0.1,4963,720,4963,4860,705,4780,1.187,24.2,344,1569,0.999,2735,-7,2734,397,2229,323,2046,297,2.82,80.2,11.6,793,1.787,0.002,6.95E-05,5.4,1421786,9.493,0.011,35.7,0,570,570,0.1,,0.471,0.001,5.3,40197,6.746,0.022,9.46,0,79777,79777,11.6,2.258,0.1787,15.0118,0.04711,4.15893,3.79,1270,728,1460,0.999,1,3172,-37,3173,713,317.3,28833,Burning,Liquid
8.715,0.1,4953,718,4953,4850,703,4770,1.187,24.2,344,1569,0.999,2731,-30,2732,396,2221,322,2038,296,2.82,80.2,11.6,793,1.784,0.002,6.95E-05,5.4,1419577,9.492,0.011,35.64,0,568,568,0.1,,0.47,0.001,5.3,40124,6.745,0.022,9.45,0,79521,79521,11.5,2.254,0.1784,14.8331,0.04703,4.11182,3.79,1270,728,1460,0.999,1,3166,-61,3168,712,316.8,29150,Burning,Liquid
8.815,0.1,4943,717,4943,4840,702,4760,1.187,24.2,344,1569,0.999,2727,-51,2728,396,2214,321,2032,295,2.82,80.1,11.6,793,1.782,0.002,6.95E-05,5.4,1417448,9.491,0.011,35.59,0,567,567,0.1,,0.469,0.001,5.3,40057,6.743,0.022,9.43,0,79286,79286,11.5,2.251,0.1782,14.6547,0.04695,4.0648,3.79,1270,728,1460,0.999,1,3161,-70,3162,711,316.2,29467,Burning,Liquid
8.915,0.1,4933,715,4932,4830,700,4750,1.187,24.2,344,1569,0.999,2723,-56,2724,395,2209,320,2027,294,2.82,79.9,11.6,793,1.779,0.002,6.95E-05,5.4,1415508,9.49,0.011,35.54,0,565,565,0.1,,0.469,0.001,5.3,39998,6.742,0.022,9.42,0,79078,79078,11.5,2.248,0.1779,14.4766,0.04688,4.01785,3.8,1270,728,1460,0.998,1,3156,-64,3156,710,315.6,29783,Burning,Liquid
